courseId,title,provider,level,hours,tag
818,Masterclass de APIs 818,Coursera,Beginner,16,apis
819,Ruta de Cybersecurity 819,LinkedIn Learning,Beginner,16,cybersecurity
820,Fundamentos de Graph Algorithms 820,Coursera,Advanced,20,graph_algorithms
821,Workshop de Cypher 821,Udemy,Beginner,8,cypher
822,Lab de SQL 822,Microsoft,Intermediate,4,sql
823,Masterclass de Graph Algorithms 823,Microsoft,Intermediate,4,graph_algorithms
824,Fundamentos de SQL 824,LinkedIn Learning,Beginner,4,sql
825,Masterclass de Power BI 825,edX,Intermediate,4,power_bi
826,Fundamentos de SQL 826,Coursera,Advanced,30,sql
827,Bootcamp de Data Warehousing 827,LinkedIn Learning,Intermediate,4,data_warehousing
828,Workshop de Python 828,AWS Training,Beginner,4,python
829,Práctico de APIs 829,AWS Training,Beginner,40,apis
830,Especialización de Cypher 830,UNIPRO Academy,Advanced,10,cypher
831,Fundamentos de Machine Learning 831,Coursera,Intermediate,8,machine_learning
832,Ruta de Neo4j 832,Udemy,Intermediate,8,neo4j
833,Práctico de Cybersecurity 833,Google,Intermediate,40,cybersecurity
834,Ruta de Docker 834,Pluralsight,Beginner,6,docker
835,Especialización de Python 835,LinkedIn Learning,Beginner,4,python
836,Workshop de Python 836,LinkedIn Learning,Beginner,8,python
837,Lab de APIs 837,Pluralsight,Intermediate,12,apis
838,Hands-on de Machine Learning 838,Udemy,Intermediate,40,machine_learning
839,Fundamentos de Graph Data Modeling 839,Pluralsight,Intermediate,30,graph_data_modeling
840,Intensivo de Python 840,Udemy,Intermediate,10,python
841,Bootcamp de Kubernetes 841,Neo4j University,Advanced,4,kubernetes
842,Workshop de Machine Learning 842,Neo4j University,Advanced,30,machine_learning
843,Masterclass de Python 843,Pluralsight,Advanced,16,python
844,Práctico de Kubernetes 844,Udemy,Intermediate,16,kubernetes
845,Masterclass de Power BI 845,Coursera,Beginner,40,power_bi
846,Hands-on de Cloud 846,Coursera,Beginner,24,cloud
847,Lab de Python 847,UNIPRO Academy,Intermediate,20,python
848,Fundamentos de Power BI 848,edX,Intermediate,6,power_bi
849,Masterclass de Cloud 849,Coursera,Intermediate,30,cloud
850,Fundamentos de Power BI 850,Google,Beginner,12,power_bi
851,Especialización de Docker 851,LinkedIn Learning,Intermediate,4,docker
852,Práctico de Graph Data Modeling 852,Pluralsight,Beginner,16,graph_data_modeling
853,Hands-on de Kubernetes 853,UNIPRO Academy,Beginner,16,kubernetes
854,Fundamentos de Graph Algorithms 854,Neo4j University,Intermediate,10,graph_algorithms
855,Bootcamp de Machine Learning 855,LinkedIn Learning,Intermediate,6,machine_learning
856,Masterclass de SQL 856,UNIPRO Academy,Intermediate,30,sql
857,Ruta de Docker 857,UNIPRO Academy,Intermediate,8,docker
858,Intensivo de Graph Data Modeling 858,Udemy,Beginner,10,graph_data_modeling
859,Ruta de Graph Algorithms 859,Pluralsight,Intermediate,24,graph_algorithms
860,Intensivo de Python 860,UNIPRO Academy,Advanced,20,python
861,Hands-on de ETL 861,edX,Beginner,16,etl
862,Lab de Cybersecurity 862,AWS Training,Beginner,16,cybersecurity
863,Lab de Cybersecurity 863,Neo4j University,Advanced,6,cybersecurity
864,Workshop de Cloud 864,AWS Training,Advanced,20,cloud
865,Intensivo de Power BI 865,LinkedIn Learning,Advanced,10,power_bi
866,Hands-on de Power BI 866,LinkedIn Learning,Beginner,30,power_bi
867,Práctico de Graph Algorithms 867,Pluralsight,Advanced,40,graph_algorithms
868,Intensivo de Docker 868,Microsoft,Intermediate,20,docker
869,Fundamentos de Kubernetes 869,Pluralsight,Advanced,24,kubernetes
870,Especialización de Neo4j 870,edX,Advanced,24,neo4j
871,Lab de APIs 871,Neo4j University,Advanced,12,apis
872,Fundamentos de Graph Algorithms 872,Neo4j University,Advanced,8,graph_algorithms
873,Fundamentos de Graph Data Modeling 873,AWS Training,Intermediate,20,graph_data_modeling
874,Práctico de Docker 874,edX,Beginner,8,docker
875,Ruta de Cybersecurity 875,Google,Beginner,8,cybersecurity
876,Ruta de Graph Algorithms 876,LinkedIn Learning,Intermediate,12,graph_algorithms
877,Especialización de Neo4j 877,Microsoft,Beginner,16,neo4j
878,Especialización de Graph Algorithms 878,LinkedIn Learning,Intermediate,20,graph_algorithms
879,Ruta de Python 879,Coursera,Intermediate,8,python
880,Lab de Docker 880,edX,Advanced,8,docker
881,Workshop de Graph Algorithms 881,Pluralsight,Advanced,8,graph_algorithms
882,Especialización de Neo4j 882,edX,Advanced,8,neo4j
883,Ruta de Neo4j 883,Neo4j University,Intermediate,4,neo4j
884,Masterclass de Cypher 884,AWS Training,Beginner,10,cypher
885,Especialización de Cloud 885,Microsoft,Intermediate,12,cloud
886,Práctico de Graph Data Modeling 886,Udemy,Intermediate,6,graph_data_modeling
887,Ruta de Python 887,Microsoft,Beginner,40,python
888,Lab de Neo4j 888,Pluralsight,Intermediate,6,neo4j
889,Intensivo de SQL 889,Pluralsight,Beginner,20,sql
890,Lab de Neo4j 890,Pluralsight,Intermediate,40,neo4j
891,Ruta de Cybersecurity 891,AWS Training,Beginner,10,cybersecurity
892,Práctico de Kubernetes 892,Neo4j University,Beginner,4,kubernetes
893,Masterclass de Cybersecurity 893,Udemy,Beginner,10,cybersecurity
894,Especialización de Machine Learning 894,Coursera,Intermediate,8,machine_learning
895,Especialización de Data Warehousing 895,Google,Intermediate,24,data_warehousing
896,Práctico de Docker 896,edX,Beginner,20,docker
897,Workshop de Data Warehousing 897,UNIPRO Academy,Intermediate,20,data_warehousing
898,Intensivo de Data Warehousing 898,Google,Beginner,24,data_warehousing
899,Práctico de Neo4j 899,Microsoft,Intermediate,4,neo4j
900,Masterclass de Graph Algorithms 900,UNIPRO Academy,Intermediate,40,graph_algorithms
901,Especialización de SQL 901,AWS Training,Advanced,12,sql
902,Intensivo de Graph Data Modeling 902,Neo4j University,Advanced,4,graph_data_modeling
903,Lab de Machine Learning 903,Udemy,Advanced,4,machine_learning
904,Lab de Graph Data Modeling 904,Udemy,Beginner,20,graph_data_modeling
905,Hands-on de Docker 905,Microsoft,Beginner,20,docker
906,Masterclass de Docker 906,Coursera,Intermediate,40,docker
907,Fundamentos de Data Warehousing 907,LinkedIn Learning,Beginner,4,data_warehousing
908,Fundamentos de APIs 908,edX,Advanced,20,apis
909,Workshop de Graph Algorithms 909,Pluralsight,Advanced,20,graph_algorithms
910,Intensivo de Data Warehousing 910,LinkedIn Learning,Advanced,6,data_warehousing
911,Ruta de ETL 911,Google,Intermediate,16,etl
912,Lab de Python 912,AWS Training,Beginner,6,python
913,Práctico de Kubernetes 913,AWS Training,Advanced,40,kubernetes
914,Lab de Machine Learning 914,AWS Training,Advanced,12,machine_learning
915,Ruta de APIs 915,Neo4j University,Intermediate,40,apis
916,Workshop de Data Warehousing 916,LinkedIn Learning,Beginner,40,data_warehousing
917,Ruta de Cybersecurity 917,Pluralsight,Intermediate,4,cybersecurity
918,Intensivo de APIs 918,AWS Training,Advanced,10,apis
919,Masterclass de Graph Data Modeling 919,LinkedIn Learning,Intermediate,10,graph_data_modeling
920,Especialización de Graph Data Modeling 920,edX,Advanced,12,graph_data_modeling
921,Masterclass de Data Warehousing 921,Neo4j University,Beginner,6,data_warehousing
922,Workshop de Graph Data Modeling 922,AWS Training,Advanced,30,graph_data_modeling
923,Bootcamp de Cloud 923,Neo4j University,Intermediate,40,cloud
924,Workshop de ETL 924,Pluralsight,Beginner,12,etl
925,Fundamentos de Neo4j 925,Neo4j University,Beginner,24,neo4j
926,Especialización de Power BI 926,Coursera,Beginner,40,power_bi
927,Intensivo de Kubernetes 927,Google,Intermediate,8,kubernetes
928,Especialización de APIs 928,Pluralsight,Intermediate,24,apis
929,Workshop de Cybersecurity 929,Google,Beginner,30,cybersecurity
930,Workshop de Cloud 930,Microsoft,Beginner,8,cloud
931,Lab de Graph Algorithms 931,Microsoft,Advanced,30,graph_algorithms
932,Lab de Machine Learning 932,UNIPRO Academy,Intermediate,30,machine_learning
933,Intensivo de APIs 933,Neo4j University,Intermediate,30,apis
934,Masterclass de Neo4j 934,Neo4j University,Advanced,10,neo4j
935,Intensivo de Cybersecurity 935,AWS Training,Advanced,16,cybersecurity
936,Intensivo de Power BI 936,Google,Advanced,40,power_bi
937,Workshop de Python 937,Udemy,Intermediate,4,python
938,Hands-on de Cloud 938,Microsoft,Intermediate,24,cloud
939,Intensivo de Python 939,AWS Training,Intermediate,10,python
940,Workshop de Data Warehousing 940,edX,Beginner,40,data_warehousing
941,Lab de APIs 941,Coursera,Beginner,20,apis
942,Bootcamp de Cloud 942,UNIPRO Academy,Advanced,4,cloud
943,Especialización de Python 943,LinkedIn Learning,Beginner,20,python
944,Especialización de Power BI 944,UNIPRO Academy,Beginner,20,power_bi
945,Hands-on de SQL 945,Pluralsight,Advanced,24,sql
946,Workshop de Machine Learning 946,LinkedIn Learning,Intermediate,16,machine_learning
947,Workshop de Docker 947,LinkedIn Learning,Intermediate,16,docker
948,Hands-on de Cloud 948,Google,Intermediate,6,cloud
949,Intensivo de Graph Data Modeling 949,Google,Intermediate,12,graph_data_modeling
950,Fundamentos de Neo4j 950,UNIPRO Academy,Intermediate,30,neo4j
951,Hands-on de Docker 951,Microsoft,Intermediate,30,docker
952,Especialización de APIs 952,Udemy,Advanced,4,apis
953,Bootcamp de SQL 953,LinkedIn Learning,Intermediate,16,sql
954,Hands-on de ETL 954,Neo4j University,Beginner,8,etl
955,Intensivo de Data Warehousing 955,Udemy,Intermediate,6,data_warehousing
956,Workshop de Cloud 956,AWS Training,Advanced,24,cloud
957,Intensivo de Data Warehousing 957,UNIPRO Academy,Beginner,10,data_warehousing
958,Workshop de Graph Algorithms 958,LinkedIn Learning,Advanced,20,graph_algorithms
959,Workshop de Neo4j 959,edX,Intermediate,24,neo4j
960,Fundamentos de APIs 960,Neo4j University,Intermediate,4,apis
961,Masterclass de Graph Algorithms 961,edX,Beginner,40,graph_algorithms
962,Intensivo de ETL 962,Coursera,Beginner,30,etl
963,Masterclass de Machine Learning 963,UNIPRO Academy,Beginner,4,machine_learning
964,Hands-on de Cloud 964,UNIPRO Academy,Advanced,40,cloud
965,Workshop de Cybersecurity 965,edX,Beginner,40,cybersecurity
966,Intensivo de Cloud 966,Neo4j University,Beginner,12,cloud
967,Ruta de Machine Learning 967,UNIPRO Academy,Advanced,20,machine_learning
968,Bootcamp de Machine Learning 968,AWS Training,Intermediate,40,machine_learning
969,Ruta de Docker 969,Google,Beginner,12,docker
970,Especialización de SQL 970,Microsoft,Intermediate,6,sql
971,Hands-on de Graph Algorithms 971,LinkedIn Learning,Advanced,12,graph_algorithms
972,Fundamentos de Kubernetes 972,Udemy,Intermediate,4,kubernetes
973,Práctico de Docker 973,Pluralsight,Intermediate,24,docker
974,Workshop de ETL 974,UNIPRO Academy,Advanced,16,etl
975,Práctico de Docker 975,AWS Training,Intermediate,4,docker
976,Hands-on de Data Warehousing 976,AWS Training,Advanced,30,data_warehousing
977,Especialización de Neo4j 977,LinkedIn Learning,Beginner,8,neo4j
978,Ruta de Cybersecurity 978,Udemy,Intermediate,8,cybersecurity
979,Fundamentos de Machine Learning 979,edX,Beginner,16,machine_learning
980,Workshop de Data Warehousing 980,AWS Training,Beginner,16,data_warehousing
981,Intensivo de Kubernetes 981,AWS Training,Beginner,24,kubernetes
982,Intensivo de Graph Algorithms 982,Coursera,Beginner,10,graph_algorithms
983,Ruta de Cypher 983,Google,Advanced,24,cypher
984,Intensivo de Docker 984,Microsoft,Intermediate,24,docker
985,Ruta de SQL 985,Pluralsight,Beginner,12,sql
986,Workshop de Cypher 986,LinkedIn Learning,Advanced,12,cypher
987,Workshop de Data Warehousing 987,Coursera,Beginner,4,data_warehousing
988,Workshop de Kubernetes 988,Coursera,Advanced,16,kubernetes
989,Workshop de Cloud 989,LinkedIn Learning,Advanced,30,cloud
990,Intensivo de Cloud 990,Neo4j University,Advanced,20,cloud
991,Práctico de Graph Data Modeling 991,edX,Beginner,20,graph_data_modeling
992,Hands-on de Neo4j 992,Microsoft,Intermediate,40,neo4j
993,Intensivo de Cloud 993,Coursera,Intermediate,20,cloud
994,Lab de APIs 994,Udemy,Advanced,10,apis
995,Lab de Cypher 995,edX,Advanced,4,cypher
996,Masterclass de Power BI 996,Coursera,Advanced,10,power_bi
997,Bootcamp de Machine Learning 997,Pluralsight,Beginner,30,machine_learning
998,Bootcamp de Data Warehousing 998,Google,Advanced,30,data_warehousing
999,Intensivo de Graph Data Modeling 999,Coursera,Intermediate,16,graph_data_modeling
1000,Hands-on de APIs 1000,AWS Training,Intermediate,20,apis
