personId1,personId2,sinceYear,strength
48,813,2022,normal
480,1261,2018,normal
72,1170,2023,normal
788,1377,2019,weak
273,931,2013,weak
518,735,2015,strong
237,456,2013,strong
374,461,2021,normal
535,1318,2012,weak
376,507,2023,strong
88,1272,2015,weak
339,359,2017,strong
200,695,2014,strong
273,944,2011,strong
469,590,2019,normal
1246,1450,2010,strong
762,1337,2019,normal
117,1047,2024,normal
32,185,2011,normal
202,596,2014,normal
656,803,2026,weak
993,1391,2013,strong
294,1124,2025,strong
168,719,2025,weak
228,770,2025,strong
967,1338,2010,strong
318,929,2018,strong
139,1186,2012,normal
1131,1446,2015,normal
942,1281,2024,strong
241,416,2013,weak
826,1106,2021,strong
49,1414,2015,normal
888,1166,2020,strong
800,824,2010,normal
419,1361,2016,normal
480,590,2012,weak
1284,1287,2015,weak
814,1109,2019,weak
557,1187,2022,weak
414,1404,2015,weak
211,550,2016,normal
918,1166,2015,strong
403,720,2026,weak
287,545,2024,strong
536,1249,2012,weak
173,1197,2012,weak
765,843,2010,normal
319,1251,2017,normal
621,835,2022,weak
615,1020,2022,normal
260,792,2013,strong
895,1074,2024,strong
41,1428,2023,strong
760,1115,2024,strong
605,1241,2012,normal
383,1128,2015,normal
1012,1070,2022,normal
215,497,2013,normal
201,599,2012,normal
795,843,2015,normal
216,1136,2021,strong
174,1139,2025,weak
274,848,2011,normal
296,607,2016,weak
1390,1403,2013,weak
880,1301,2024,weak
830,1480,2014,weak
787,844,2021,weak
687,1431,2024,strong
349,618,2010,strong
151,862,2022,weak
235,1270,2024,weak
374,382,2013,normal
1093,1301,2025,weak
637,1021,2018,strong
678,793,2014,strong
1004,1488,2018,weak
603,1144,2023,normal
742,1488,2026,normal
1117,1365,2012,normal
109,1023,2026,normal
393,553,2010,normal
164,464,2019,strong
1285,1363,2021,strong
667,792,2013,weak
111,803,2010,normal
87,217,2013,weak
658,972,2022,strong
52,1391,2025,weak
685,1075,2025,weak
360,460,2013,normal
658,1093,2018,strong
515,519,2026,normal
102,875,2025,weak
559,562,2021,strong
657,868,2014,normal
1102,1255,2013,strong
117,631,2014,strong
645,750,2021,strong
68,180,2026,weak
606,1024,2016,strong
248,1050,2012,strong
784,801,2025,strong
89,239,2016,normal
21,1044,2026,normal
865,1140,2018,weak
1139,1379,2013,normal
1106,1202,2012,weak
299,1402,2014,strong
416,755,2022,weak
443,629,2010,strong
241,1397,2012,strong
535,1386,2014,strong
122,951,2014,normal
280,342,2025,normal
339,1474,2022,strong
914,1153,2021,weak
7,183,2016,normal
481,1005,2023,strong
61,419,2024,weak
1435,1498,2015,normal
1132,1497,2019,weak
282,1061,2023,strong
171,1230,2023,normal
969,1210,2024,weak
172,371,2010,weak
398,1128,2018,weak
497,1107,2016,normal
901,931,2014,normal
230,763,2018,weak
7,196,2019,weak
774,826,2024,weak
355,879,2022,weak
248,258,2025,normal
1094,1218,2023,normal
178,199,2025,strong
625,1413,2019,strong
537,1300,2023,weak
180,1413,2020,normal
973,1049,2018,weak
1126,1291,2017,weak
1198,1396,2010,normal
55,1381,2022,normal
41,1483,2011,strong
426,543,2014,strong
455,1244,2025,weak
15,154,2019,normal
20,269,2013,weak
765,1140,2021,normal
382,850,2010,strong
235,1325,2011,weak
610,1239,2018,strong
257,855,2010,normal
482,973,2012,weak
466,965,2023,strong
278,914,2020,strong
228,1322,2021,strong
73,216,2010,weak
135,865,2022,weak
121,967,2014,normal
207,216,2015,weak
176,903,2025,normal
84,1314,2010,normal
464,1306,2019,weak
291,331,2014,weak
268,576,2023,weak
336,976,2015,normal
100,211,2018,normal
332,1271,2015,normal
233,740,2011,normal
524,1212,2026,weak
515,1392,2024,normal
114,1048,2018,strong
260,1102,2021,strong
977,1423,2025,strong
292,1320,2011,weak
288,383,2016,weak
489,1376,2025,strong
1139,1192,2012,weak
233,861,2020,normal
613,853,2019,weak
585,791,2010,normal
406,523,2024,normal
260,994,2013,normal
254,920,2026,normal
441,517,2025,strong
162,1102,2020,strong
87,1453,2014,normal
995,1039,2010,strong
1041,1155,2025,strong
82,1459,2018,weak
1257,1426,2020,strong
560,1269,2021,weak
622,686,2024,normal
76,890,2025,normal
136,941,2018,normal
258,638,2022,strong
24,471,2017,strong
732,1460,2015,weak
380,749,2019,strong
248,1118,2013,strong
287,292,2022,normal
204,523,2015,normal
321,1108,2011,normal
990,1203,2016,normal
481,831,2021,normal
646,1164,2020,weak
655,1398,2012,strong
232,477,2023,weak
476,1103,2011,strong
321,1229,2015,strong
346,764,2014,weak
309,1111,2023,strong
100,708,2020,strong
234,1462,2023,normal
789,1455,2015,normal
457,716,2022,weak
770,947,2019,weak
395,1006,2018,strong
870,1299,2013,normal
26,614,2012,normal
12,487,2026,strong
573,783,2011,strong
705,939,2022,normal
1312,1351,2022,weak
9,418,2019,normal
391,483,2014,strong
468,703,2013,strong
241,1478,2012,strong
1061,1217,2017,strong
813,886,2022,strong
147,1025,2024,normal
637,889,2025,normal
928,1361,2012,weak
124,1078,2015,strong
403,843,2026,normal
738,1358,2023,normal
521,606,2010,strong
811,1311,2018,normal
33,1017,2019,normal
126,979,2012,strong
243,332,2022,strong
602,945,2019,strong
610,1294,2012,weak
702,1297,2011,normal
425,494,2011,strong
77,1208,2011,strong
402,1264,2023,weak
66,1315,2026,strong
418,720,2017,normal
198,1205,2020,strong
210,276,2025,weak
17,147,2019,weak
73,1210,2024,weak
890,1469,2016,weak
59,1312,2012,strong
268,631,2015,strong
259,848,2012,weak
415,1324,2020,strong
850,1252,2020,weak
224,332,2020,weak
308,969,2014,strong
643,959,2019,weak
237,271,2015,normal
204,1033,2023,normal
245,805,2015,strong
410,872,2011,normal
31,58,2020,normal
490,572,2023,weak
742,793,2010,strong
208,630,2014,strong
543,849,2020,normal
28,928,2012,weak
528,985,2012,strong
660,1370,2013,strong
1185,1255,2014,weak
89,120,2012,normal
1336,1424,2011,weak
725,1499,2022,weak
80,300,2020,normal
606,1026,2018,strong
179,1447,2014,normal
872,1145,2024,strong
569,1107,2012,strong
550,865,2018,weak
799,1340,2011,normal
202,303,2021,weak
17,523,2026,strong
196,754,2025,normal
817,1101,2019,strong
613,1042,2023,strong
40,1409,2026,weak
675,873,2010,strong
644,1294,2018,strong
485,749,2020,weak
178,1235,2022,weak
212,1004,2020,strong
694,1007,2013,strong
274,421,2026,normal
578,1061,2019,strong
688,704,2022,normal
227,309,2013,weak
600,820,2025,weak
440,1356,2013,weak
388,1166,2014,weak
282,1413,2016,weak
650,1351,2019,normal
433,1353,2022,weak
166,1238,2023,normal
109,704,2026,weak
30,145,2015,strong
298,899,2020,normal
738,1171,2018,strong
127,1246,2020,strong
15,961,2024,normal
868,877,2015,normal
17,1007,2021,normal
485,1112,2011,weak
521,540,2021,normal
1018,1346,2014,strong
245,376,2019,normal
66,899,2016,weak
1163,1175,2011,strong
813,1062,2012,strong
240,1429,2012,normal
251,1295,2011,strong
1156,1401,2023,weak
158,838,2017,strong
271,900,2020,strong
475,666,2023,weak
755,949,2016,normal
488,605,2012,normal
180,489,2013,weak
1017,1363,2010,weak
1140,1470,2025,normal
78,1380,2014,weak
661,1435,2014,weak
370,734,2023,strong
609,1016,2026,normal
443,1249,2011,weak
148,806,2025,normal
1001,1476,2020,normal
115,1383,2012,normal
607,1320,2021,normal
321,734,2022,weak
749,1440,2016,strong
191,1378,2019,normal
649,1438,2023,normal
690,981,2023,strong
233,742,2012,strong
1313,1374,2019,normal
62,631,2024,strong
461,865,2021,strong
1216,1441,2010,strong
493,1083,2020,weak
529,740,2010,strong
842,971,2020,strong
487,1268,2011,normal
247,1027,2022,weak
285,1282,2016,weak
47,178,2022,normal
174,1451,2014,strong
365,753,2020,strong
741,1269,2013,weak
409,567,2017,weak
961,1309,2021,weak
212,925,2010,strong
878,1274,2024,weak
24,1399,2017,weak
132,1161,2010,weak
233,984,2018,normal
150,986,2025,normal
7,937,2023,strong
474,1046,2023,strong
212,1046,2024,strong
441,640,2010,normal
212,817,2019,weak
320,350,2011,strong
168,710,2011,strong
835,1439,2012,weak
214,597,2025,strong
956,1436,2014,strong
106,1000,2023,normal
276,694,2015,weak
447,512,2019,strong
407,1113,2020,normal
968,1446,2013,normal
1245,1431,2024,weak
82,535,2016,normal
77,834,2016,normal
383,648,2012,normal
98,893,2012,strong
1131,1450,2011,weak
147,785,2017,strong
366,829,2020,normal
366,600,2011,normal
272,1167,2017,strong
84,1116,2017,strong
268,1196,2019,strong
1066,1176,2018,weak
185,1427,2025,normal
942,1406,2025,normal
353,1011,2011,normal
977,1104,2016,normal
1230,1284,2020,weak
719,839,2015,strong
238,1475,2022,strong
860,1458,2016,normal
263,1239,2017,normal
429,1127,2012,weak
267,1065,2021,weak
341,1014,2021,normal
509,598,2018,weak
579,1071,2022,normal
274,960,2011,normal
229,1483,2019,weak
53,732,2017,weak
180,544,2021,normal
572,1068,2011,strong
286,1199,2022,strong
297,311,2023,normal
7,737,2013,normal
91,1374,2026,weak
1376,1472,2022,strong
180,665,2015,normal
490,1379,2014,normal
1109,1128,2023,weak
751,1420,2017,weak
448,1382,2011,strong
1163,1364,2014,strong
1190,1238,2014,normal
329,909,2012,weak
581,1130,2025,normal
820,1146,2013,normal
388,1489,2021,strong
602,1189,2016,normal
297,324,2025,weak
137,1089,2013,strong
618,1133,2025,normal
119,1449,2015,weak
279,1438,2013,normal
609,1313,2014,weak
480,1199,2015,normal
84,445,2017,normal
116,922,2010,strong
23,694,2025,weak
1282,1298,2025,weak
38,1497,2021,normal
910,1426,2013,weak
51,1170,2012,weak
914,1023,2017,strong
413,741,2023,strong
690,1278,2026,normal
430,910,2016,normal
473,1280,2019,weak
61,289,2014,weak
355,507,2010,strong
34,1095,2025,normal
447,1264,2022,normal
581,1264,2019,normal
104,107,2017,normal
240,934,2025,weak
162,1280,2022,normal
531,625,2014,weak
546,1391,2021,normal
539,974,2016,strong
215,998,2021,weak
321,1165,2023,weak
1152,1322,2016,weak
44,1116,2014,weak
613,1273,2012,normal
162,354,2018,weak
599,1109,2016,strong
846,986,2012,normal
483,934,2020,normal
276,641,2011,weak
73,541,2014,normal
5,1309,2018,weak
580,988,2020,normal
900,1343,2023,normal
447,580,2015,weak
944,1386,2021,normal
673,1300,2014,weak
365,1184,2025,weak
74,483,2015,strong
800,1112,2010,normal
1149,1266,2019,normal
146,588,2012,strong
367,1230,2013,normal
499,891,2026,normal
1196,1233,2015,strong
530,1409,2025,strong
681,1053,2016,weak
227,1371,2026,normal
133,1184,2020,weak
403,550,2026,weak
111,378,2015,strong
337,1364,2013,strong
629,1472,2023,normal
579,897,2011,normal
49,668,2010,strong
78,1369,2010,strong
269,671,2017,strong
279,1130,2023,strong
210,1030,2024,weak
633,1133,2012,normal
433,550,2014,weak
971,1357,2021,strong
1205,1295,2012,strong
186,1087,2018,strong
1397,1465,2024,normal
643,774,2018,weak
579,1018,2011,weak
339,1265,2020,normal
1024,1139,2017,strong
107,915,2012,strong
291,1490,2015,weak
401,1133,2015,strong
891,960,2023,normal
574,795,2015,weak
188,1254,2014,normal
936,1413,2015,normal
1376,1419,2019,strong
465,973,2021,weak
1007,1064,2017,strong
224,389,2016,normal
332,1383,2025,normal
234,848,2018,strong
772,1426,2020,weak
38,384,2016,weak
81,983,2020,weak
72,1163,2025,normal
746,1373,2019,weak
199,746,2015,strong
45,508,2023,normal
1191,1494,2012,normal
693,1254,2019,strong
558,1029,2018,weak
1206,1250,2021,weak
452,1276,2019,normal
216,511,2019,strong
469,691,2022,weak
317,980,2022,weak
257,1343,2020,normal
102,237,2017,strong
538,804,2021,normal
698,793,2021,strong
70,1453,2026,normal
555,1387,2013,strong
1116,1454,2026,strong
167,753,2011,weak
203,935,2018,normal
62,996,2024,strong
170,758,2018,normal
4,991,2021,strong
840,1263,2020,weak
374,938,2013,weak
60,253,2012,weak
285,600,2011,strong
1115,1323,2016,weak
537,1346,2012,weak
246,645,2013,normal
927,1043,2013,strong
58,594,2024,normal
127,953,2014,normal
847,1279,2012,strong
183,710,2024,weak
1043,1339,2013,strong
433,592,2010,weak
672,874,2026,strong
841,1060,2017,weak
356,1311,2013,weak
159,474,2023,normal
95,718,2014,strong
157,1367,2026,weak
960,1462,2010,weak
208,366,2024,normal
457,1070,2025,weak
42,828,2010,normal
224,310,2018,strong
122,1494,2019,weak
456,616,2018,weak
698,1169,2011,weak
68,736,2022,normal
288,1005,2023,normal
169,788,2026,strong
1026,1119,2012,normal
208,1426,2016,strong
211,906,2017,normal
1121,1356,2014,weak
1281,1345,2017,weak
357,960,2016,normal
92,1480,2018,normal
670,1191,2021,normal
96,1370,2019,normal
270,1257,2021,strong
306,914,2014,weak
1098,1345,2021,normal
38,1365,2026,strong
1378,1399,2026,normal
1149,1347,2011,normal
323,1268,2016,weak
235,1384,2021,normal
1267,1302,2012,normal
346,434,2015,strong
241,906,2011,normal
659,665,2025,weak
24,154,2023,strong
361,971,2014,normal
89,1037,2015,weak
708,786,2014,weak
971,1425,2022,normal
1105,1425,2014,normal
635,1247,2014,normal
855,1250,2011,normal
453,681,2010,weak
637,1027,2014,weak
532,1499,2010,strong
114,168,2019,weak
184,1432,2025,normal
177,224,2026,strong
660,1132,2015,weak
389,1312,2014,normal
117,853,2014,strong
260,1161,2019,strong
163,1494,2020,strong
773,1423,2017,weak
603,1271,2025,strong
349,866,2020,strong
643,1084,2025,strong
1193,1487,2025,weak
140,463,2018,weak
114,1228,2021,weak
137,165,2022,normal
875,1326,2022,normal
185,879,2024,weak
226,917,2016,normal
53,171,2016,normal
911,956,2022,normal
668,740,2014,strong
489,509,2011,weak
29,753,2023,normal
459,566,2013,strong
1030,1092,2018,strong
969,1082,2022,strong
532,815,2021,weak
1012,1452,2012,weak
1194,1200,2016,normal
674,1393,2025,strong
321,1046,2014,weak
74,351,2016,strong
45,818,2018,strong
344,885,2024,weak
130,633,2017,normal
199,238,2011,normal
1037,1337,2014,normal
1182,1203,2014,strong
602,628,2021,strong
84,931,2017,normal
224,941,2019,normal
955,1160,2012,normal
265,713,2025,normal
757,1175,2024,strong
481,1011,2019,normal
816,1230,2018,weak
590,1412,2026,strong
280,469,2017,normal
417,703,2026,strong
100,767,2010,strong
228,952,2026,strong
489,993,2011,strong
170,947,2016,weak
796,1409,2010,normal
491,773,2022,normal
39,383,2019,strong
338,1470,2026,weak
632,1422,2025,normal
509,534,2021,weak
213,657,2020,strong
653,663,2017,strong
143,561,2012,strong
643,884,2015,normal
271,1012,2020,weak
837,1423,2020,weak
417,837,2010,weak
544,612,2011,strong
394,853,2024,weak
300,1420,2025,normal
448,1318,2011,strong
78,324,2015,normal
372,542,2026,normal
982,1225,2011,weak
159,663,2017,weak
183,791,2013,strong
337,440,2020,strong
565,792,2016,strong
262,791,2022,weak
998,1354,2011,weak
594,1264,2014,strong
869,1469,2021,strong
1061,1410,2023,normal
574,1026,2018,weak
775,787,2022,weak
95,1028,2019,strong
269,915,2026,strong
750,959,2017,weak
6,690,2022,weak
80,1393,2013,normal
759,1193,2020,weak
313,1372,2023,weak
509,1018,2019,strong
130,204,2024,weak
1391,1406,2026,strong
66,448,2010,strong
255,1138,2022,strong
260,987,2021,weak
72,1165,2017,weak
268,582,2013,normal
376,381,2015,strong
1343,1365,2023,normal
317,969,2016,weak
565,805,2024,normal
13,972,2022,strong
285,1165,2022,strong
574,1039,2016,strong
87,1446,2022,normal
338,1028,2022,weak
374,685,2011,strong
1100,1499,2024,strong
606,964,2013,weak
334,505,2024,normal
243,875,2018,strong
339,354,2013,normal
266,1273,2023,normal
42,104,2020,strong
1113,1145,2026,weak
1352,1427,2017,strong
199,1219,2012,normal
204,1334,2014,normal
183,228,2011,normal
69,1109,2013,normal
905,1381,2013,strong
160,1227,2021,normal
757,1217,2014,weak
1280,1443,2017,weak
225,575,2017,weak
409,921,2022,normal
16,172,2015,strong
67,174,2011,weak
1120,1161,2017,normal
297,865,2014,strong
1419,1494,2019,strong
211,1350,2025,weak
43,719,2018,weak
442,1219,2021,weak
180,1219,2016,weak
1025,1045,2025,normal
472,573,2020,normal
974,1228,2014,strong
814,1212,2011,strong
382,535,2010,weak
1085,1446,2021,strong
557,1061,2015,strong
597,1399,2010,normal
60,1423,2025,strong
638,1171,2011,strong
608,999,2016,strong
143,374,2014,strong
241,1471,2014,normal
282,1472,2017,strong
159,355,2010,weak
529,1120,2011,normal
321,1356,2026,weak
94,899,2025,weak
359,416,2023,normal
78,137,2014,strong
90,1423,2018,strong
465,546,2022,weak
368,650,2014,strong
208,1415,2021,strong
349,371,2025,strong
48,1197,2013,strong
579,1062,2015,weak
206,322,2016,weak
371,655,2023,weak
362,835,2016,weak
241,545,2015,strong
227,381,2021,normal
1013,1290,2017,strong
1233,1293,2012,weak
135,792,2019,weak
737,1126,2015,strong
99,317,2013,normal
112,256,2016,weak
416,1421,2026,weak
774,900,2019,weak
746,1067,2015,normal
231,621,2023,weak
50,317,2024,normal
795,1188,2013,weak
495,667,2026,strong
885,1118,2017,weak
319,441,2014,weak
909,1475,2018,normal
666,1488,2018,weak
842,896,2014,strong
345,615,2016,strong
200,1429,2012,strong
45,94,2025,strong
449,672,2025,strong
387,1026,2013,normal
469,1324,2015,weak
346,436,2018,weak
31,1327,2025,normal
10,221,2021,strong
263,438,2023,normal
221,441,2024,weak
601,662,2025,normal
395,1496,2014,weak
935,952,2018,weak
307,1383,2023,weak
731,893,2020,weak
422,552,2014,weak
286,1445,2019,weak
363,1140,2012,weak
828,1499,2022,strong
387,1268,2013,weak
847,960,2018,weak
623,1215,2011,strong
530,1024,2022,normal
43,411,2020,normal
185,989,2026,weak
9,1029,2010,weak
146,1263,2018,weak
679,1497,2014,normal
338,975,2018,normal
138,1035,2013,normal
102,1112,2013,strong
506,1461,2019,normal
1405,1493,2020,weak
305,1148,2024,weak
324,1161,2014,weak
828,923,2026,strong
144,1230,2025,strong
331,1056,2026,weak
467,1331,2015,strong
1363,1388,2017,weak
62,1053,2017,strong
571,930,2022,normal
56,1467,2024,weak
42,1340,2021,weak
117,171,2019,weak
672,689,2021,strong
338,1338,2012,normal
219,1121,2011,weak
396,525,2016,strong
544,1177,2020,strong
709,756,2012,strong
730,1044,2015,weak
1120,1458,2021,normal
1018,1447,2021,weak
92,235,2018,strong
512,592,2017,weak
462,1000,2026,normal
16,1408,2013,weak
761,1296,2010,weak
786,1060,2022,weak
233,359,2026,weak
1305,1396,2019,weak
16,361,2013,strong
1027,1159,2015,weak
242,1118,2014,normal
718,818,2013,weak
599,1355,2010,normal
79,831,2013,weak
1421,1463,2014,strong
518,1403,2022,normal
894,1165,2018,normal
858,1471,2025,normal
1059,1232,2026,weak
584,710,2016,normal
272,1118,2016,weak
437,660,2023,weak
1108,1353,2016,strong
631,1465,2019,strong
115,1134,2017,normal
543,1352,2021,normal
648,1368,2019,strong
403,783,2010,strong
569,1489,2020,normal
507,611,2019,normal
116,955,2012,normal
341,1073,2024,weak
110,157,2020,normal
242,313,2023,normal
519,850,2026,strong
128,1194,2022,normal
338,775,2017,weak
255,1006,2014,strong
1225,1241,2018,normal
973,1407,2022,weak
1207,1345,2013,strong
235,1212,2013,normal
25,436,2023,weak
725,1076,2016,strong
544,735,2015,normal
177,1207,2016,normal
1087,1428,2016,weak
80,1274,2014,normal
564,835,2015,weak
228,391,2019,strong
159,557,2014,normal
318,550,2010,weak
1063,1192,2021,weak
829,1025,2012,normal
397,1368,2016,strong
1081,1246,2013,weak
286,1500,2012,strong
420,1500,2026,strong
674,1087,2024,weak
230,1376,2016,strong
338,1138,2015,normal
608,733,2025,weak
582,1269,2020,strong
62,745,2015,normal
432,692,2022,normal
246,273,2017,strong
435,926,2011,weak
882,1157,2013,normal
195,456,2024,weak
1090,1308,2026,weak
1181,1426,2026,normal
1079,1149,2018,weak
472,1380,2024,weak
33,515,2019,weak
21,1215,2012,strong
81,1229,2010,strong
296,1154,2021,strong
516,1157,2024,strong
552,585,2016,normal
465,1340,2022,strong
1456,1486,2026,strong
114,359,2023,strong
93,1468,2024,normal
1004,1096,2025,weak
665,1401,2012,normal
310,1173,2019,weak
763,926,2014,strong
419,1116,2025,weak
35,187,2021,normal
592,1273,2025,normal
1460,1497,2015,weak
825,986,2011,strong
489,1037,2020,strong
281,364,2017,normal
1374,1430,2026,strong
956,1442,2011,strong
513,1101,2023,normal
148,1417,2017,normal
960,1332,2017,strong
831,1447,2015,weak
228,888,2013,strong
387,881,2025,normal
458,532,2023,normal
1110,1212,2012,weak
482,889,2018,strong
499,1058,2018,strong
70,652,2012,weak
181,668,2021,weak
621,940,2010,strong
244,953,2013,weak
423,1184,2025,strong
1135,1161,2011,normal
376,1109,2016,normal
1207,1266,2022,weak
358,1469,2011,normal
1115,1448,2014,normal
864,1048,2014,normal
284,473,2018,normal
38,1235,2010,strong
967,1469,2023,normal
10,907,2018,normal
335,438,2010,normal
823,1461,2012,normal
632,661,2014,weak
694,1310,2014,normal
155,773,2014,normal
573,1249,2021,strong
1114,1115,2021,normal
682,1421,2024,normal
551,709,2024,normal
55,505,2026,weak
695,1131,2013,weak
71,486,2010,weak
367,1302,2021,normal
291,489,2020,strong
1274,1454,2020,normal
589,1351,2017,weak
508,1426,2018,weak
1144,1344,2025,strong
505,1128,2018,weak
393,658,2016,strong
1327,1465,2024,weak
1093,1298,2024,weak
296,725,2025,strong
230,371,2021,strong
106,564,2016,weak
341,1370,2021,strong
432,734,2015,normal
968,1010,2015,weak
307,1493,2019,normal
348,1265,2014,weak
346,438,2014,strong
889,1131,2010,weak
359,902,2025,weak
316,1498,2011,normal
336,1147,2016,normal
69,803,2026,weak
272,1428,2013,strong
437,970,2023,strong
430,782,2017,strong
186,1388,2016,strong
1212,1491,2020,normal
1280,1366,2016,normal
53,980,2020,normal
227,867,2012,weak
639,1306,2019,weak
1021,1371,2016,strong
1016,1027,2018,weak
892,1257,2021,strong
22,354,2026,normal
104,1147,2010,normal
1121,1494,2012,strong
865,1016,2016,weak
837,917,2024,weak
446,1032,2014,weak
22,704,2016,normal
261,986,2013,strong
421,975,2020,weak
13,921,2023,weak
1088,1438,2016,weak
1076,1320,2019,normal
405,1152,2010,strong
1148,1196,2021,strong
451,1268,2017,strong
232,406,2017,weak
295,462,2016,weak
899,1394,2024,strong
252,1058,2026,normal
370,1050,2016,strong
1113,1323,2017,normal
1058,1158,2026,weak
307,701,2020,strong
269,409,2015,strong
132,1114,2026,strong
440,1230,2020,strong
118,1179,2026,weak
728,1108,2019,strong
203,765,2010,normal
1025,1331,2020,weak
446,1166,2021,normal
47,1420,2023,normal
1469,1493,2018,normal
182,1056,2019,weak
75,701,2015,normal
116,473,2016,weak
115,1002,2011,normal
767,928,2017,normal
827,979,2019,normal
206,366,2011,normal
653,1351,2026,normal
559,1164,2011,normal
412,1410,2014,strong
811,890,2011,normal
79,941,2013,strong
280,702,2014,strong
454,589,2019,strong
206,487,2018,normal
1140,1331,2023,weak
959,990,2016,strong
183,540,2024,normal
871,877,2017,strong
988,1462,2010,normal
1208,1465,2024,weak
206,1426,2013,weak
145,1416,2010,weak
162,602,2024,normal
79,833,2010,normal
421,533,2013,strong
1341,1442,2013,strong
95,777,2025,strong
1115,1395,2024,weak
807,1242,2020,normal
619,1191,2024,weak
424,952,2013,weak
584,941,2026,weak
654,1414,2015,normal
822,998,2012,weak
490,1427,2023,weak
663,1126,2015,normal
1265,1460,2021,normal
464,1411,2026,normal
242,315,2012,strong
216,1309,2010,weak
207,1260,2014,weak
852,998,2014,weak
1110,1293,2013,weak
517,1422,2026,strong
840,880,2023,strong
163,372,2012,strong
96,382,2022,normal
987,1307,2010,normal
780,1014,2010,strong
453,619,2019,weak
141,1027,2020,normal
1225,1364,2015,normal
157,971,2012,normal
264,868,2020,strong
575,1484,2026,strong
31,337,2018,normal
225,1371,2016,strong
349,912,2022,strong
712,1489,2026,strong
82,1322,2012,strong
403,1148,2011,normal
174,1325,2016,strong
93,168,2019,weak
7,919,2021,weak
554,1317,2019,normal
180,847,2019,strong
1067,1313,2015,strong
377,866,2016,weak
5,1223,2012,weak
239,1161,2025,strong
416,794,2017,normal
1078,1179,2021,normal
85,465,2021,weak
1053,1122,2017,strong
640,687,2010,normal
366,1387,2015,normal
3,1335,2024,normal
56,1161,2020,weak
362,450,2017,strong
465,1100,2022,weak
358,745,2020,strong
1392,1490,2012,normal
247,1143,2010,strong
435,699,2015,normal
761,869,2013,normal
1234,1318,2015,weak
582,1392,2024,weak
988,1262,2025,strong
606,968,2015,strong
391,1043,2014,normal
358,1095,2016,strong
380,625,2023,weak
509,1264,2024,weak
58,574,2022,strong
891,1100,2012,weak
1243,1488,2016,normal
355,568,2026,weak
732,1457,2025,strong
97,946,2013,weak
969,1141,2021,weak
558,1277,2019,strong
439,1097,2020,weak
728,934,2016,normal
1022,1152,2024,strong
465,1234,2016,normal
265,880,2019,weak
756,1154,2012,weak
160,305,2016,strong
404,931,2020,normal
390,767,2022,weak
851,1162,2019,normal
183,474,2019,weak
81,426,2011,normal
518,1218,2024,strong
364,485,2025,strong
319,1237,2019,weak
46,590,2012,normal
145,303,2015,weak
152,1245,2025,strong
1203,1442,2012,weak
110,1019,2010,strong
227,372,2024,normal
39,321,2023,normal
971,1284,2020,weak
484,708,2022,normal
124,136,2017,weak
604,709,2015,strong
167,1122,2010,weak
229,539,2023,strong
778,781,2022,normal
216,1014,2015,weak
665,840,2015,weak
546,660,2019,weak
1184,1405,2010,strong
692,714,2019,weak
1054,1295,2014,normal
1035,1053,2024,weak
508,1307,2018,weak
346,1245,2026,normal
31,150,2026,normal
225,955,2011,weak
106,1492,2016,normal
725,1012,2025,weak
217,313,2019,normal
337,378,2010,strong
120,609,2017,weak
663,1302,2011,weak
47,1033,2026,normal
470,1136,2024,normal
965,1115,2014,weak
31,42,2017,weak
552,1205,2022,strong
505,1130,2019,normal
164,800,2022,normal
650,959,2017,weak
903,1139,2010,weak
208,614,2013,strong
1302,1410,2014,weak
605,1482,2025,normal
429,1256,2020,strong
162,1141,2016,strong
859,1069,2021,normal
410,977,2013,strong
354,1082,2025,strong
1336,1408,2023,weak
1055,1129,2010,strong
315,1090,2015,normal
1269,1354,2025,strong
773,1416,2016,normal
579,1321,2016,weak
126,521,2018,strong
535,1480,2010,normal
604,1085,2018,weak
991,1494,2022,strong
623,1098,2010,weak
323,577,2024,normal
312,684,2011,weak
556,1310,2024,normal
191,623,2021,normal
339,521,2024,normal
299,1388,2011,weak
351,797,2012,normal
917,1437,2026,weak
581,1488,2021,normal
1178,1478,2016,normal
1090,1365,2023,normal
666,1037,2010,strong
153,223,2023,strong
385,1283,2010,weak
169,1399,2015,weak
958,1330,2010,weak
502,1050,2010,strong
703,1040,2013,strong
914,1260,2024,strong
193,709,2011,strong
348,354,2019,normal
58,521,2022,normal
407,934,2020,normal
737,809,2019,weak
260,1409,2026,normal
153,1283,2010,weak
357,524,2025,weak
260,362,2012,strong
451,573,2016,weak
816,994,2019,weak
558,1224,2010,strong
533,642,2019,strong
804,1105,2014,strong
928,1400,2023,weak
229,1170,2019,normal
705,870,2015,weak
204,588,2025,weak
111,360,2019,weak
1238,1333,2014,weak
539,1332,2013,normal
434,1050,2022,weak
888,1220,2019,weak
1094,1325,2025,normal
772,1274,2026,weak
1099,1403,2021,weak
426,637,2017,strong
235,840,2013,normal
491,766,2019,normal
749,1290,2019,weak
656,1099,2015,strong
86,717,2021,normal
1208,1346,2024,normal
91,832,2020,weak
1046,1284,2026,weak
677,1158,2021,weak
300,942,2023,normal
879,1292,2018,weak
660,696,2016,strong
735,1284,2010,normal
1175,1290,2018,normal
41,1361,2017,weak
672,935,2025,strong
294,723,2014,strong
189,1195,2010,weak
483,1413,2014,weak
373,787,2013,weak
1230,1347,2017,strong
856,877,2024,strong
696,1413,2010,strong
